features_ID,bedrooms,squareFootage,bathrooms,lotSize,features
125,4.0,1808.0,2.0,6534.0,"{'cooling': True, 'exteriorType': 'Other', 'floorCount': 2, 'foundationType': 'OTHER', 'garage': True, 'garageSpaces': 2, 'garageType': 'Built-in', 'heating': True, 'roofType': 'Composition Shingle', 'coolingType': 'Commercial'}"
126,4.0,2282.0,3.0,4356.0,{'floorCount': 2}
127,3.0,1424.0,2.0,21780.0,"{'architectureType': 'Mobile Home', 'floorCount': 1, 'unitCount': 1}"
128,3.0,1455.0,2.0,8775.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': 'Prefab', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle', 'roomCount': 6, 'unitCount': 1}"
129,4.0,1800.0,3.0,0.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'heating': True, 'roomCount': 7, 'unitCount': 1, 'garage': True, 'garageType': 'Garage'}"
130,4.0,2920.0,2.0,17729.0,"{'architectureType': 'Two Family', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Asphalt', 'roomCount': 11, 'unitCount': 2}"
131,5.0,1862.0,2.0,10000.0,{'unitCount': 1}
132,5.0,2490.0,2.0,4950.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'roofType': 'Shingle', 'unitCount': 1}"
133,3.0,1928.0,3.0,0.0,unknown
134,0.0,0.0,0.0,0.0,{}
135,0.0,0.0,0.0,0.0,{}
136,0.0,0.0,0.0,0.0,{}
137,3.0,1108.0,1.0,3060.0,"{'architectureType': 'Traditional', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'unitCount': 1}"
138,4.0,5192.0,2.5,28314.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 11, 'unitCount': 1}"
139,0.0,0.0,0.0,0.0,{}
140,2.0,770.0,1.0,5227.0,unknown
141,0.0,0.0,0.0,0.0,{}
142,2.0,1624.0,2.0,3920.0,"{'architectureType': 'Ranch / Rambler', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'floorCount': 1, 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'unitCount': 2}"
143,1.0,722.0,1.0,38400.0,unknown
144,0.0,3065.0,0.0,43560.0,"{'fireplace': True, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage'}"
145,2.0,836.0,1.0,8176.0,"{'architectureType': 'Duplex', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'heating': True, 'heatingType': 'Central', 'roomCount': 5}"
146,0.0,2204.0,0.0,7950.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'roofType': 'Tile', 'unitCount': 1}"
147,0.0,0.0,0.0,0.0,{}
148,3.0,1816.0,2.5,8690.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'floorCount': 1, 'foundationType': 'Footing', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'pool': True, 'poolType': 'Pool and Hot Tub / Spa', 'roofType': 'Composition Shingle', 'unitCount': 1}"
149,0.0,0.0,0.0,0.0,{}
150,3.0,1080.0,2.0,34500.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Block', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}"
151,3.0,1663.0,2.0,5706.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 4, 'unitCount': 1, 'architectureType': 'Split Level'}"
152,4.0,1842.0,2.0,6534.0,"{'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Floor / Wall', 'unitCount': 1, 'cooling': True, 'coolingType': 'Commercial'}"
153,0.0,0.0,0.0,0.0,{}
154,0.0,4914.0,3.5,3712.0,"{'architectureType': 'Two Family', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick / Stone', 'floorCount': 2, 'roofType': 'Shingle (Not Wood)', 'unitCount': 1}"
155,3.0,1422.0,2.0,5934.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Wood', 'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Tile', 'roomCount': 6, 'unitCount': 1}"
156,230.0,1438.0,115.0,6599.0,"{'cooling': True, 'exteriorType': 'Concrete Block', 'floorCount': 1, 'roofType': 'Built-up (Layered Asphalt)'}"
157,0.0,1125.0,0.0,3850.0,"{'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'unitCount': 1}"
158,3.0,1377.0,2.0,4095.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roomCount': 5, 'unitCount': 1}"
159,3.0,1016.0,1.0,6098.0,unknown
160,4.0,1214.0,1.0,10019.0,unknown
161,3.0,801.0,2.0,6250.0,"{'architectureType': 'Ranch / Rambler', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'foundationType': 'Concrete', 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}"
162,3.0,2196.0,2.0,11610.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roomCount': 9, 'unitCount': 1}"
163,0.0,0.0,0.0,0.0,{}
164,0.0,1152.0,0.0,5001.0,"{'exteriorType': 'Wood', 'floorCount': 1, 'unitCount': 1}"
165,1.0,1427.0,1.0,5401.0,"{'architectureType': 'Conventional', 'exteriorType': 'OTHER', 'floorCount': 2, 'foundationType': 'Raised', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle'}"
166,3.0,1062.0,1.0,7196.0,"{'cooling': True, 'coolingType': 'Commercial', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Garage', 'heating': True, 'unitCount': 1}"
167,2.0,816.0,1.0,5750.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 4, 'unitCount': 1, 'foundationType': 'OTHER'}"
168,0.0,0.0,0.0,0.0,unknown
169,0.0,2112.0,0.0,3782.0,"{'architectureType': 'Duplex', 'floorCount': 2, 'unitCount': 2}"
170,2.0,1578.0,2.0,0.0,"{'architectureType': 'Townhouse', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Slate', 'roomCount': 6, 'unitCount': 1}"
171,3.0,1050.0,1.0,9148.0,"{'architectureType': 'Ranch', 'exteriorType': 'Asbestos Shingle', 'floorCount': 1, 'foundationType': 'Other', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}"
172,3.0,2917.0,0.0,19200.0,"{'exteriorType': 'Brick Veneer', 'foundationType': 'Slab / Mat / Raft', 'roofType': 'Shingle', 'roomCount': 8}"
173,4.0,2592.0,2.0,0.0,unknown
174,4.0,2350.0,2.0,14201.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 8, 'unitCount': 1}"
175,4.0,3885.0,4.5,10000.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 2, 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}"
176,4.0,2032.0,2.0,16705.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 1, 'foundationType': 'Raised', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 7, 'unitCount': 1}"
177,2.0,1676.0,2.0,2614.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Wood Shingle', 'roomCount': 5, 'unitCount': 1}"
178,0.0,0.0,0.0,0.0,unknown
179,3.0,2064.0,2.5,6534.0,"{'unitCount': 1, 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 2, 'heating': True, 'heatingType': 'Forced Air'}"
180,0.0,1314.0,1.0,3049.0,"{'exteriorType': 'Wood Siding', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'unitCount': 1}"
181,0.0,0.0,0.0,6098.0,unknown
182,0.0,1045.0,0.0,0.0,{'architectureType': 'Condo / Apartment'}
183,0.0,0.0,0.0,0.0,{}
184,4.0,2100.0,2.0,26570.0,"{'architectureType': 'Duplex', 'unitCount': 2}"
185,4.0,3011.0,3.0,5998.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 8}"
186,3.0,1084.0,1.0,6370.0,"{'architectureType': 'Bungalow', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'floorCount': 1, 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached', 'roofType': 'Shingle', 'unitCount': 1}"
187,2.0,1006.0,1.0,36155.0,unknown
188,4.0,1635.0,2.5,8276.0,"{'architectureType': 'Colonial', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Raised', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 8, 'unitCount': 1}"
189,2.0,1734.0,2.0,0.0,"{'architectureType': 'Condo / Apartment', 'floorCount': 1, 'garage': True, 'garageType': 'Garage', 'roofType': 'Metal'}"
190,4.0,1666.0,2.0,6000.0,"{'floorCount': 1, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'roomCount': 8, 'unitCount': 1}"
191,5.0,2748.0,3.0,0.0,unknown
192,5.0,6068.0,5.0,25265.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 9, 'unitCount': 1}"
193,0.0,0.0,0.0,0.0,{}
194,0.0,1554.0,3.0,4008.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'roofType': 'Concrete Tile', 'unitCount': 1}"
195,0.0,0.0,0.0,0.0,unknown
196,0.0,2248.0,0.0,0.0,"{'architectureType': 'Condo / Apartment', 'floorCount': 2, 'unitCount': 1}"
197,0.0,0.0,0.0,0.0,{}
198,5.0,3443.0,3.0,6098.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 10, 'unitCount': 1}"
199,3.0,1104.0,1.0,3780.0,"{'architectureType': 'Old Style', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Masonry', 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached Garage', 'roofType': 'Shingle (Not Wood)', 'unitCount': 1}"
200,0.0,0.0,0.0,0.0,{}
201,2.0,994.0,1.0,0.0,unknown
202,3.0,1861.0,2.0,22477.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Masonry', 'garage': True, 'garageSpaces': 3, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'pool': True, 'roofType': 'Shingle', 'unitCount': 1}"
203,4.0,2589.0,1.5,13068.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 1, 'foundationType': 'Raised', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle', 'roomCount': 7}"
204,2.0,1037.0,1.5,1949.0,"{'architectureType': 'Townhouse', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Other', 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle', 'roomCount': 5, 'unitCount': 1}"
205,0.0,0.0,0.0,0.0,{}
206,2.0,1054.0,2.0,436.0,"{'architectureType': 'Townhouse', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'floorCount': 2, 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Tile', 'roomCount': 6, 'unitCount': 1}"
207,3.0,1128.0,2.0,7200.0,"{'architectureType': 'Traditional', 'exteriorType': 'Concrete Block', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'roomCount': 6, 'unitCount': 1, 'cooling': True, 'coolingType': 'Central'}"
208,0.0,325173.0,0.0,24100.0,"{'floorCount': 33, 'unitCount': 236}"
209,0.0,1098.0,1.0,6000.0,"{'architectureType': 'Cape Cod', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'roofType': 'Shingle', 'roomCount': 4, 'unitCount': 1}"
210,0.0,3160.0,0.0,0.0,{'floorCount': 2}
211,3.0,1060.0,1.0,6600.0,"{'architectureType': 'Bungalow', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'roofType': 'Shingle', 'unitCount': 1}"
212,0.0,864.0,1.0,6534.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Retaining Wall', 'heating': True, 'heatingType': 'Central', 'roofType': 'Asphalt'}"
213,0.0,0.0,0.0,0.0,{}
214,4.0,2725.0,3.0,6316.0,"{'architectureType': 'Contemporary', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Combination', 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 9}"
215,0.0,0.0,0.0,0.0,{}
216,3.0,1105.0,2.0,6229.0,"{'architectureType': 'Bungalow', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Detached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}"
217,0.0,1421.0,0.0,684.0,"{'cooling': True, 'coolingType': 'Refrigeration', 'exteriorType': 'Other', 'floorCount': 3, 'garage': True, 'heating': True, 'roofType': 'Other', 'unitCount': 1}"
218,3.0,1045.0,2.0,16553.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 5, 'unitCount': 1}"
219,0.0,0.0,0.0,0.0,{}
220,0.0,0.0,0.0,0.0,{}
221,0.0,0.0,0.0,0.0,{}
222,3.0,1350.0,2.0,0.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Vinyl', 'floorCount': 1, 'foundationType': 'Slab', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Shingle (Not Wood)', 'roomCount': 6, 'unitCount': 1}"
223,4.0,1776.0,2.5,0.0,unknown
224,3.0,1120.0,1.5,8581.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageType': 'Detached', 'heating': True, 'roomCount': 5, 'unitCount': 1}"
225,3.0,1931.0,2.0,11761.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'floorCount': 1, 'garage': True, 'garageType': 'Mixed', 'heating': True, 'heatingType': 'Hot Water', 'roomCount': 8, 'unitCount': 1}"
226,2.0,120.0,3.0,43560.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Aluminum / Vinyl Siding', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Footing', 'garage': True, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Heat Pump', 'roofType': 'Metal'}"
227,3.0,1626.0,2.5,0.0,unknown
228,3.0,1472.0,2.5,17424.0,"{'architectureType': 'Traditional', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'fireplaceType': 'Masonry', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}"
229,0.0,0.0,0.0,0.0,unknown
230,4.0,1802.0,2.0,6251.0,"{'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}"
231,1.0,436.0,1.0,0.0,"{'architectureType': 'Condo / Apartment', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'roomCount': 3}"
232,3.0,816.0,2.0,10328.0,"{'architectureType': 'Rambler', 'exteriorType': 'Brick', 'floorCount': 1, 'heating': True, 'heatingType': 'Forced Air', 'roomCount': 7, 'unitCount': 1}"
233,3.0,1392.0,2.0,43560.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Footing', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 1}"
234,3.0,1558.0,3.5,2550.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'roomCount': 6, 'unitCount': 1}"
235,0.0,1900.0,2.0,8969.0,"{'architectureType': 'Duplex', 'cooling': True, 'coolingType': 'Commercial', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageSpaces': 2, 'garageType': 'Carport', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'unitCount': 2}"
236,3.0,2232.0,3.0,47045.0,"{'architectureType': 'Conventional', 'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Wood', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Crawl / Raised', 'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Steam', 'roofType': 'Composition Shingle', 'unitCount': 1}"
237,1.0,0.0,1.0,0.0,unknown
238,3.0,2000.0,2.0,5800.0,"{'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roomCount': 7, 'unitCount': 1}"
239,3.0,1040.0,1.5,10672.0,"{'architectureType': 'Split Level', 'cooling': True, 'coolingType': 'Central', 'fireplace': True, 'fireplaceType': 'Single', 'floorCount': 2, 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Gas', 'unitCount': 1}"
240,0.0,0.0,0.0,0.0,{}
241,3.0,1620.0,2.0,80586.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Brick', 'floorCount': 1, 'foundationType': 'Footing', 'garage': True, 'garageSpaces': 2, 'garageType': 'OTHER', 'heating': True, 'heatingType': 'Central', 'roofType': 'Metal', 'unitCount': 1}"
242,0.0,0.0,0.0,268765.0,unknown
243,0.0,3698.0,3.0,0.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Stucco', 'fireplace': True, 'floorCount': 2, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Garage', 'heating': True, 'heatingType': 'Central', 'unitCount': 1}"
244,0.0,0.0,0.0,0.0,unknown
245,3.0,2056.0,2.0,6011.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick Veneer', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Slab / Mat / Raft', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Central', 'roofType': 'Composition Shingle', 'roomCount': 6, 'unitCount': 1}"
246,3.0,1652.0,2.0,10000.0,"{'cooling': True, 'coolingType': 'Commercial', 'exteriorType': 'Stucco', 'floorCount': 1, 'foundationType': 'Footing', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Fiberglass', 'unitCount': 1}"
247,3.0,1540.0,2.0,17424.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick', 'fireplace': True, 'floorCount': 1, 'foundationType': 'Raised', 'heating': True, 'heatingType': 'Heat Pump', 'roomCount': 5, 'unitCount': 1}"
248,0.0,0.0,0.0,0.0,{}
249,3.0,1250.0,2.0,1699.0,"{'architectureType': 'Townhouse', 'exteriorType': 'Marblecrete', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Asphalt', 'roomCount': 6, 'unitCount': 1}"
250,0.0,0.0,0.0,28750.0,{}
251,5.0,1580.0,2.0,6647.0,"{'architectureType': 'Duplex', 'cooling': True, 'coolingType': 'Commercial', 'unitCount': 2}"
252,4.0,1930.0,4.5,7231.0,"{'cooling': True, 'coolingType': 'Central', 'exteriorType': 'Brick / Stone', 'fireplace': True, 'floorCount': 2, 'foundationType': 'OTHER', 'garage': True, 'garageSpaces': 1, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}"
253,2.0,925.0,1.0,8712.0,"{'architectureType': 'Ranch', 'cooling': True, 'coolingType': 'Central', 'exteriorType': 'OTHER', 'floorCount': 1, 'foundationType': 'OTHER', 'garage': True, 'garageType': 'Attached', 'heating': True, 'heatingType': 'Forced Air', 'roofType': 'Composition Shingle', 'unitCount': 1}"
254,3.0,1571.0,2.0,17384.0,"{'garage': True, 'garageSpaces': 2, 'garageType': 'Garage', 'unitCount': 1}"
255,2.0,1032.0,1.0,0.0,{}
256,4.0,3890.0,4.0,7293.0,"{'fireplace': True, 'floorCount': 2, 'garage': True, 'garageSpaces': 2, 'garageType': 'Attached Garage', 'heating': True, 'heatingType': 'Forced Air'}"
257,0.0,0.0,0.0,43560.0,{}
